Foldername,Line Number,B-Moses,B-Norm,B-NLTK,Rouge-L,METEOR
processed_msg/20000_op_filtered/java/llama2_70b/0.0,39,0.12,6.20,7.84,0.077,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,40,0.09,5.93,7.22,0.1,0.09
processed_msg/20000_op_filtered/java/llama2_70b/0.0,41,0.00,0.01,0.00,0.091,0.02
processed_msg/20000_op_filtered/java/llama2_70b/0.0,42,0.06,3.91,4.01,0.105,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,43,0.17,6.52,7.17,0,0.08
processed_msg/20000_op_filtered/java/llama2_70b/0.0,44,0.00,13.89,0.00,0,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,45,0.00,0.00,0.00,0,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,46,0.36,7.37,10.19,0.2,0.22
processed_msg/20000_op_filtered/java/llama2_70b/0.0,47,0.33,12.91,8.98,0.364,0.31
processed_msg/20000_op_filtered/java/llama2_70b/0.0,48,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,49,0.36,14.64,9.70,0.133,0.23
processed_msg/20000_op_filtered/java/llama2_70b/0.0,50,0.12,9.80,7.15,0,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,51,0.75,11.57,10.10,0.182,0.38
processed_msg/20000_op_filtered/java/llama2_70b/0.0,52,0.00,9.45,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,53,0.15,4.83,4.28,0.235,0.12
processed_msg/20000_op_filtered/java/llama2_70b/0.0,54,0.21,6.38,6.70,0,0.17
processed_msg/20000_op_filtered/java/llama2_70b/0.0,55,1.36,41.42,41.20,0.4,0.45
processed_msg/20000_op_filtered/java/llama2_70b/0.0,56,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,57,0.12,3.20,1.40,0.162,0.04
processed_msg/20000_op_filtered/java/llama2_70b/0.0,58,0.08,7.13,4.86,0.167,0.04
processed_msg/20000_op_filtered/java/llama2_70b/0.0,59,0.20,3.67,7.00,0,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,60,0.17,2.40,4.73,0.08,0.05
processed_msg/20000_op_filtered/java/llama2_70b/0.0,61,0.10,1.08,0.57,0.118,0.05
processed_msg/20000_op_filtered/java/llama2_70b/0.0,62,0.20,16.15,8.25,0.2,0.10
processed_msg/20000_op_filtered/java/llama2_70b/0.0,63,0.33,9.73,7.84,0.182,0.16
processed_msg/20000_op_filtered/java/llama2_70b/0.0,64,0.44,19.45,12.49,0.333,0.42
processed_msg/20000_op_filtered/java/llama2_70b/0.0,65,0.14,8.91,8.02,0,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,66,0.18,5.88,7.64,0.222,0.12
processed_msg/20000_op_filtered/java/llama2_70b/0.0,67,0.40,11.84,11.49,0.182,0.25
processed_msg/20000_op_filtered/java/llama2_70b/0.0,68,0.12,0.15,0.29,0.07,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,69,0.00,0.00,0.00,0,0.05
processed_msg/20000_op_filtered/java/llama2_70b/0.0,70,0.11,7.97,0.00,0.182,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,71,0.07,0.03,0.09,0.032,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,72,0.25,19.30,8.55,0,0.12
processed_msg/20000_op_filtered/java/llama2_70b/0.0,73,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,74,0.19,5.97,7.48,0.074,0.12
processed_msg/20000_op_filtered/java/llama2_70b/0.0,75,0.12,5.50,2.42,0.154,0.12
processed_msg/20000_op_filtered/java/llama2_70b/0.0,76,0.25,5.02,7.84,0.167,0.11
processed_msg/20000_op_filtered/java/llama2_70b/0.0,77,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,78,0.12,2.50,1.15,0.111,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,79,0.09,0.15,0.02,0.074,0.02
processed_msg/20000_op_filtered/java/llama2_70b/0.0,80,0.00,8.90,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,81,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,82,0.11,7.56,7.33,0.154,0.05
processed_msg/20000_op_filtered/java/llama2_70b/0.0,83,0.20,0.70,0.28,0.042,0.05
processed_msg/20000_op_filtered/java/llama2_70b/0.0,84,0.11,5.27,4.23,0.143,0.05
processed_msg/20000_op_filtered/java/llama2_70b/0.0,85,0.67,19.07,13.25,0.182,0.50
processed_msg/20000_op_filtered/java/llama2_70b/0.0,86,0.06,3.32,6.36,0.091,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,87,0.25,7.81,8.25,0,0.12
processed_msg/20000_op_filtered/java/llama2_70b/0.0,88,0.25,13.89,8.02,0,0.11
processed_msg/20000_op_filtered/java/llama2_70b/0.0,89,0.20,1.24,3.68,0.316,0.13
processed_msg/20000_op_filtered/java/llama2_70b/0.0,90,0.09,4.01,3.72,0.154,0.05
processed_msg/20000_op_filtered/java/llama2_70b/0.0,91,0.00,2.72,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,92,0.22,0.98,2.29,0.286,0.15
processed_msg/20000_op_filtered/java/llama2_70b/0.0,93,0.19,5.43,7.95,0,0.09
processed_msg/20000_op_filtered/java/llama2_70b/0.0,94,0.75,7.62,12.02,0.207,0.22
processed_msg/20000_op_filtered/java/llama2_70b/0.0,95,1.00,30.06,15.32,0.444,0.61
processed_msg/20000_op_filtered/java/llama2_70b/0.0,96,0.06,3.83,4.93,0,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,97,0.29,8.15,8.29,0.19,0.19
processed_msg/20000_op_filtered/java/llama2_70b/0.0,98,0.03,1.92,2.97,0,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,99,0.11,0.00,0.00,0.098,0.02
processed_msg/20000_op_filtered/java/llama2_70b/0.0,100,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,101,0.10,7.53,7.40,0.105,0.05
processed_msg/20000_op_filtered/java/llama2_70b/0.0,102,0.20,9.79,7.84,0,0.09
processed_msg/20000_op_filtered/java/llama2_70b/0.0,103,0.43,4.53,8.78,0.19,0.35
processed_msg/20000_op_filtered/java/llama2_70b/0.0,104,0.38,6.50,8.25,0.125,0.16
processed_msg/20000_op_filtered/java/llama2_70b/0.0,105,0.00,6.54,0.00,0.083,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,106,0.07,5.25,5.16,0.167,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,107,0.03,0.86,0.31,0,0.01
processed_msg/20000_op_filtered/java/llama2_70b/0.0,108,0.10,9.79,7.58,0.154,0.10
processed_msg/20000_op_filtered/java/llama2_70b/0.0,109,0.57,26.97,13.25,0.222,0.35
processed_msg/20000_op_filtered/java/llama2_70b/0.0,110,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,111,0.07,5.49,7.27,0,0.04
processed_msg/20000_op_filtered/java/llama2_70b/0.0,112,1.38,24.38,22.14,0.667,0.76
processed_msg/20000_op_filtered/java/llama2_70b/0.0,113,0.75,27.30,8.55,0.444,0.45
processed_msg/20000_op_filtered/java/llama2_70b/0.0,114,0.14,7.03,0.00,0.143,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,115,0.29,12.91,8.98,0.143,0.27
processed_msg/20000_op_filtered/java/llama2_70b/0.0,116,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,117,0.67,13.95,8.55,0.308,0.39
processed_msg/20000_op_filtered/java/llama2_70b/0.0,118,0.07,2.73,2.83,0.316,0.04
processed_msg/20000_op_filtered/java/llama2_70b/0.0,119,0.08,4.02,6.89,0,0.08
processed_msg/20000_op_filtered/java/llama2_70b/0.0,120,1.50,30.64,26.35,0.667,0.77
processed_msg/20000_op_filtered/java/llama2_70b/0.0,121,0.15,3.81,7.40,0,0.10
processed_msg/20000_op_filtered/java/llama2_70b/0.0,122,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,123,0.14,13.89,8.02,0,0.14
processed_msg/20000_op_filtered/java/llama2_70b/0.0,124,1.00,42.64,8.25,0.444,0.40
processed_msg/20000_op_filtered/java/llama2_70b/0.0,125,0.17,16.15,8.25,0,0.16
processed_msg/20000_op_filtered/java/llama2_70b/0.0,126,0.14,11.73,0.00,0.429,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,127,0.20,10.86,0.00,0.2,0.35
processed_msg/20000_op_filtered/java/llama2_70b/0.0,128,0.73,15.51,11.99,0.4,0.32
processed_msg/20000_op_filtered/java/llama2_70b/0.0,129,0.00,0.00,0.00,0,0.08
processed_msg/20000_op_filtered/java/llama2_70b/0.0,130,0.04,1.35,1.65,0,0.02
processed_msg/20000_op_filtered/java/llama2_70b/0.0,131,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,132,0.14,1.77,2.21,0.105,0.08
processed_msg/20000_op_filtered/java/llama2_70b/0.0,133,0.08,6.05,3.15,0,0.09
processed_msg/20000_op_filtered/java/llama2_70b/0.0,134,0.15,2.33,3.48,0.19,0.10
processed_msg/20000_op_filtered/java/llama2_70b/0.0,135,0.48,7.23,6.49,0.333,0.22
processed_msg/20000_op_filtered/java/llama2_70b/0.0,136,0.21,5.27,7.55,0.1,0.15
processed_msg/20000_op_filtered/java/llama2_70b/0.0,137,0.11,8.01,4.04,0.167,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,138,0.20,6.57,7.48,0.133,0.09
processed_msg/20000_op_filtered/java/llama2_70b/0.0,139,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,140,0.10,2.35,6.51,0,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,141,0.09,9.80,0.00,0.182,0.05
processed_msg/20000_op_filtered/java/llama2_70b/0.0,142,0.11,10.86,7.70,0,0.05
processed_msg/20000_op_filtered/java/llama2_70b/0.0,143,0.12,12.19,7.84,0,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,144,0.00,6.57,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,145,0.03,0.65,0.47,0,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,146,0.00,8.90,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,147,0.31,6.41,9.12,0.2,0.15
processed_msg/20000_op_filtered/java/llama2_70b/0.0,148,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,149,0.38,14.29,11.23,0.308,0.19
processed_msg/20000_op_filtered/java/llama2_70b/0.0,150,0.20,7.03,7.27,0,0.08
processed_msg/20000_op_filtered/java/llama2_70b/0.0,151,0.17,6.57,7.22,0,0.14
processed_msg/20000_op_filtered/java/llama2_70b/0.0,152,0.20,2.85,3.57,0.105,0.20
processed_msg/20000_op_filtered/java/llama2_70b/0.0,153,0.40,10.28,10.19,0.316,0.24
processed_msg/20000_op_filtered/java/llama2_70b/0.0,154,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,155,0.29,11.64,9.27,0.2,0.14
processed_msg/20000_op_filtered/java/llama2_70b/0.0,156,0.67,30.21,16.91,0.444,0.43
processed_msg/20000_op_filtered/java/llama2_70b/0.0,157,0.18,9.71,4.66,0.143,0.35
processed_msg/20000_op_filtered/java/llama2_70b/0.0,158,0.29,9.07,10.08,0.154,0.14
processed_msg/20000_op_filtered/java/llama2_70b/0.0,159,0.57,19.07,11.82,0.364,0.35
processed_msg/20000_op_filtered/java/llama2_70b/0.0,160,0.14,8.91,0.00,0.2,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,161,0.00,7.81,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,162,0.07,0.13,0.31,0.074,0.01
processed_msg/20000_op_filtered/java/llama2_70b/0.0,163,0.04,3.23,2.72,0,0.02
processed_msg/20000_op_filtered/java/llama2_70b/0.0,164,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,165,0.08,0.00,0.00,0.105,0.04
processed_msg/20000_op_filtered/java/llama2_70b/0.0,166,0.29,6.90,7.84,0.267,0.12
processed_msg/20000_op_filtered/java/llama2_70b/0.0,167,1.00,16.59,14.40,0.462,0.57
processed_msg/20000_op_filtered/java/llama2_70b/0.0,168,0.38,15.35,11.26,0.333,0.23
processed_msg/20000_op_filtered/java/llama2_70b/0.0,169,0.25,5.44,9.62,0.125,0.31
processed_msg/20000_op_filtered/java/llama2_70b/0.0,170,0.13,8.19,0.00,0.154,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,171,0.03,0.25,0.35,0.111,0.02
processed_msg/20000_op_filtered/java/llama2_70b/0.0,172,0.12,4.83,7.06,0.182,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,173,0.11,7.07,7.33,0.143,0.05
processed_msg/20000_op_filtered/java/llama2_70b/0.0,174,0.00,37.81,0.00,0.333,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,175,0.67,10.28,8.25,0.143,0.22
processed_msg/20000_op_filtered/java/llama2_70b/0.0,176,0.00,0.00,0.00,0,0.09
processed_msg/20000_op_filtered/java/llama2_70b/0.0,177,0.56,14.68,13.83,0.154,0.35
processed_msg/20000_op_filtered/java/llama2_70b/0.0,178,0.23,10.75,6.86,0.143,0.25
processed_msg/20000_op_filtered/java/llama2_70b/0.0,179,0.00,0.00,0.00,0,0.09
processed_msg/20000_op_filtered/java/llama2_70b/0.0,180,0.12,4.63,0.00,0.182,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,181,0.04,0.00,0.02,0.065,0.02
processed_msg/20000_op_filtered/java/llama2_70b/0.0,182,0.38,9.87,10.00,0.267,0.27
processed_msg/20000_op_filtered/java/llama2_70b/0.0,183,0.17,19.30,8.55,0.25,0.08
processed_msg/20000_op_filtered/java/llama2_70b/0.0,184,0.27,7.81,8.13,0,0.09
processed_msg/20000_op_filtered/java/llama2_70b/0.0,185,0.00,0.83,0.00,0.133,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,186,0.33,5.67,6.41,0.323,0.21
processed_msg/20000_op_filtered/java/llama2_70b/0.0,187,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,188,0.33,4.46,5.92,0.333,0.19
processed_msg/20000_op_filtered/java/llama2_70b/0.0,189,0.44,6.09,2.85,0.4,0.22
processed_msg/20000_op_filtered/java/llama2_70b/0.0,190,0.00,0.00,0.00,0,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,191,0.30,19.16,10.80,0.353,0.19
processed_msg/20000_op_filtered/java/llama2_70b/0.0,192,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,193,0.00,1.52,0.00,0.095,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,194,0.00,0.00,0.00,0,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,195,0.00,2.72,0.00,0.125,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,196,0.17,10.76,7.35,0.143,0.22
processed_msg/20000_op_filtered/java/llama2_70b/0.0,197,0.05,4.53,6.37,0,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,198,0.16,5.27,5.29,0.105,0.11
processed_msg/20000_op_filtered/java/llama2_70b/0.0,199,0.06,1.37,1.59,0,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,200,0.08,4.44,3.60,0.118,0.04
processed_msg/20000_op_filtered/java/llama2_70b/0.0,201,0.08,6.45,6.32,0.133,0.04
processed_msg/20000_op_filtered/java/llama2_70b/0.0,202,0.18,5.26,4.46,0.235,0.09
processed_msg/20000_op_filtered/java/llama2_70b/0.0,203,0.00,0.00,0.00,0,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,204,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,205,0.26,4.20,2.64,0.222,0.14
processed_msg/20000_op_filtered/java/llama2_70b/0.0,206,0.12,0.23,0.08,0.167,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,207,0.45,16.46,13.14,0.375,0.29
processed_msg/20000_op_filtered/java/llama2_70b/0.0,208,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,209,0.23,6.19,7.33,0,0.04
processed_msg/20000_op_filtered/java/llama2_70b/0.0,210,0.21,7.00,7.70,0.182,0.10
processed_msg/20000_op_filtered/java/llama2_70b/0.0,211,0.14,3.20,7.06,0,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,212,0.25,10.60,7.48,0.333,0.12
processed_msg/20000_op_filtered/java/llama2_70b/0.0,213,0.19,6.21,8.44,0,0.12
processed_msg/20000_op_filtered/java/llama2_70b/0.0,214,0.38,12.61,10.42,0.308,0.22
processed_msg/20000_op_filtered/java/llama2_70b/0.0,215,0.06,3.28,3.82,0.111,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,216,0.38,8.64,9.62,0.182,0.18
processed_msg/20000_op_filtered/java/llama2_70b/0.0,217,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,218,0.11,2.87,5.19,0.105,0.09
processed_msg/20000_op_filtered/java/llama2_70b/0.0,219,0.08,8.26,5.70,0.143,0.04
processed_msg/20000_op_filtered/java/llama2_70b/0.0,220,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,221,0.04,1.35,0.55,0,0.04
processed_msg/20000_op_filtered/java/llama2_70b/0.0,222,0.00,0.00,0.00,0,0.05
processed_msg/20000_op_filtered/java/llama2_70b/0.0,223,0.08,6.17,7.27,0,0.04
processed_msg/20000_op_filtered/java/llama2_70b/0.0,224,0.17,3.86,3.22,0.133,0.09
processed_msg/20000_op_filtered/java/llama2_70b/0.0,225,0.00,7.01,0.00,0,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,226,0.08,1.70,3.50,0.125,0.04
processed_msg/20000_op_filtered/java/llama2_70b/0.0,227,0.71,6.66,10.69,0.231,0.39
processed_msg/20000_op_filtered/java/llama2_70b/0.0,228,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,229,0.13,7.06,5.27,0,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,230,0.17,14.51,0.00,0.2,0.08
processed_msg/20000_op_filtered/java/llama2_70b/0.0,231,0.33,9.47,8.47,0.286,0.27
processed_msg/20000_op_filtered/java/llama2_70b/0.0,232,0.00,10.60,0.00,0.154,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,233,0.40,13.84,11.08,0.429,0.20
processed_msg/20000_op_filtered/java/llama2_70b/0.0,234,0.14,5.35,7.60,0.095,0.10
processed_msg/20000_op_filtered/java/llama2_70b/0.0,235,0.07,6.91,5.16,0.235,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,236,0.07,0.23,0.18,0.062,0.02
processed_msg/20000_op_filtered/java/llama2_70b/0.0,237,0.20,9.29,7.70,0.167,0.09
processed_msg/20000_op_filtered/java/llama2_70b/0.0,238,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,239,0.22,5.35,7.53,0.2,0.10
processed_msg/20000_op_filtered/java/llama2_70b/0.0,240,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,241,0.00,0.00,0.00,0,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,242,0.00,0.55,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,243,0.17,5.50,4.93,0.143,0.09
processed_msg/20000_op_filtered/java/llama2_70b/0.0,244,0.14,5.75,7.00,0.2,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,245,0.00,0.00,0.00,0,0.08
processed_msg/20000_op_filtered/java/llama2_70b/0.0,246,0.12,9.79,7.58,0.143,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,247,0.14,8.91,7.48,0,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,248,0.00,0.00,0.00,0,0.08
processed_msg/20000_op_filtered/java/llama2_70b/0.0,249,0.07,5.50,6.85,0.118,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,250,0.18,0.24,0.18,0.128,0.05
processed_msg/20000_op_filtered/java/llama2_70b/0.0,251,0.67,16.59,14.40,0.4,0.40
processed_msg/20000_op_filtered/java/llama2_70b/0.0,252,0.33,6.18,7.77,0,0.10
processed_msg/20000_op_filtered/java/llama2_70b/0.0,253,1.06,31.85,34.57,0.182,0.36
processed_msg/20000_op_filtered/java/llama2_70b/0.0,254,0.11,4.65,4.63,0.125,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,255,0.07,3.63,5.83,0.118,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,256,0.00,0.00,0.00,0,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,257,0.00,8.10,0.00,0.118,0.03
processed_msg/20000_op_filtered/java/llama2_70b/0.0,258,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,259,0.08,14.19,4.29,0.154,0.04
processed_msg/20000_op_filtered/java/llama2_70b/0.0,260,0.11,12.19,7.84,0,0.06
processed_msg/20000_op_filtered/java/llama2_70b/0.0,261,0.04,0.00,0.00,0.069,0.02
processed_msg/20000_op_filtered/java/llama2_70b/0.0,262,0.03,0.12,0.01,0,0.01
processed_msg/20000_op_filtered/java/llama2_70b/0.0,263,1.67,19.29,21.41,0.167,0.56
processed_msg/20000_op_filtered/java/llama2_70b/0.0,264,0.17,19.30,8.55,0,0.08
processed_msg/20000_op_filtered/java/llama2_70b/0.0,265,0.10,11.12,0.00,0.154,0.05
processed_msg/20000_op_filtered/java/llama2_70b/0.0,266,0.00,0.00,0.00,0,0.07
processed_msg/20000_op_filtered/java/llama2_70b/0.0,267,0.15,11.99,8.02,0,0.15
processed_msg/20000_op_filtered/java/llama2_70b/0.0,268,0.08,6.08,2.66,0.308,0.04
processed_msg/20000_op_filtered/java/llama2_70b/0.0,269,0.13,3.11,2.39,0.167,0.11
processed_msg/20000_op_filtered/java/llama2_70b/0.0,270,0.67,12.81,11.09,0.333,0.47
processed_msg/20000_op_filtered/java/llama2_70b/0.0,271,0.18,11.24,3.72,0.2,0.10
processed_msg/20000_op_filtered/java/llama2_70b/0.0,272,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,273,0.00,6.57,0.00,0.133,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,274,0.46,13.77,13.44,0.267,0.30
processed_msg/20000_op_filtered/java/llama2_70b/0.0,275,0.11,3.34,4.23,0.095,0.08
processed_msg/20000_op_filtered/java/llama2_70b/0.0,276,0.00,0.00,0.00,0,0.00
processed_msg/20000_op_filtered/java/llama2_70b/0.0,277,1.00,12.85,14.10,0.429,0.25
processed_msg/20000_op_filtered/java/llama2_70b/0.0,278,0.11,7.56,7.48,0.167,0.27
processed_msg/20000_op_filtered/java/llama2_70b/0.0,279,0.25,8.40,9.86,0.25,0.21
processed_msg/20000_op_filtered/java/llama2_70b/0.0,280,0.18,6.72,8.55,0.095,0.18
processed_msg/20000_op_filtered/java/llama2_70b/0.0,281,0.22,12.91,7.70,0.154,0.22
processed_msg/20000_op_filtered/java/llama2_70b/0.0,282,0.20,12.91,8.02,0.2,0.09
